#1				
7.0416666667	18446	18978	18978	18978
7.0520833333	18446	18321	18321	18321
7.0625000000	18446	17855	17855	17855
7.0729166667	18446	17237	17237	17237
7.0833333333	18446	16453	16453	16453
7.0937500000	18446	16548	16548	16548
7.1041666667	18446	16295	16295	16295
7.1145833333	18446	14743	14743	14743
7.1250000000	18446	13613	13613	13613
7.1354166667	18446	12807	12807	12807
7.1458333333	18446	12173	12173	12173
7.1562500000	18446	11533	11533	11533
7.1666666667	18446	12198	12198	12198
7.1770833333	18446	11640	11640	11640
7.1875000000	18446	11978	11978	11978
7.1979166667	18446	13272	13272	13272
7.2083333333	18446	12452	12452	12452
7.2187500000	18446	13453	13453	13453
7.2291666667	18446	13815	13815	13815
7.2395833333	18446	13803	13803	13803
7.2500000000	18446	12514	12514	12514
7.2604166667	18446	12542	12542	12542
7.2708333333	18446	11865	11865	11865
7.2812500000	18446	12118	12118	12118
7.2916666667	18446	11906	11906	11906
7.3020833333	18446	12059	12059	12059
7.3125000000	18446	12446	12446	12446
7.3229166667	18446	12982	12982	12982
7.3333333333	18446	12956	12956	12956
7.3437500000	18446	12745	12745	12745
7.3541666667	18446	13597	13597	13597
7.3645833333	18446	14171	14171	14171
7.3750000000	18446	17637	17637	17637
7.3854166667	18446	17635	17635	17635
7.3958333333	18446	22461	22461	22461
7.4062500000	18446	26276	26276	26276
7.4166666667	18446	25598	25598	25598
7.4270833333	18446	27780	27780	27780
7.4375000000	18446	29551	29551	29551
7.4479166667	18446	31861	31861	31861
7.4583333333	18446	32171	32171	32171
7.4687500000	18446	32180	32180	32180
7.4791666667	18446	31869	31869	31869
7.4895833333	18446	28047	28047	28047
7.5000000000	18446	26695	26695	26695
7.5104166667	18446	26690	26690	26690
7.5208333333	18446	25572	25572	25572
7.5312500000	18446	25496	25496	25496
7.5416666667	18446	22401	22401	22401
7.5520833333	18446	26555	26555	26555
7.5625000000	18446	25905	25905	25905
7.5729166667	18446	24310	24310	24310
7.5833333333	18446	23404	23404	23404
7.5937500000	18446	20560	20560	20560
7.6041666667	18446	18732	18732	18732
7.6145833333	18446	25320	25320	25320
7.6250000000	18446	23046	23046	23046
7.6354166667	18446	21357	21357	21357
7.6458333333	18446	22487	22487	22487
7.6562500000	18446	18221	18221	18221
7.6666666667	18446	17442	17442	17442
7.6770833333	18446	19246	19246	19246
7.6875000000	18446	19197	19197	19197
7.6979166667	18446	19637	19637	19637
7.7083333333	18446	19014	19014	19014
7.7187500000	18446	18480	18480	18480
7.7291666667	18446	18208	18208	18208
7.7395833333	18446	18547	18547	18547
7.7500000000	18446	18666	18666	18666
7.7604166667	18446	18670	18670	18670
7.7708333333	18446	18654	18654	18654
7.7812500000	18446	23137	23137	23137
7.7916666667	18446	22509	22509	22509
7.8020833333	18446	22031	22031	22031
7.8125000000	18446	22489	22489	22489
7.8229166667	18446	18876	18876	18876
7.8333333333	18446	20674	20674	20674
7.8437500000	18446	24145	24145	24145
7.8541666667	18446	22518	22518	22518
7.8645833333	18446	22803	22803	22803
7.8750000000	18446	21780	21780	21780
7.8854166667	18446	19067	19067	19067
7.8958333333	18446	26211	26211	26211
7.9062500000	18446	24096	24096	24096
7.9166666667	18446	23071	23071	23071
7.9270833333	18446	22388	22388	22388
7.9375000000	18446	17483	17483	17483
7.9479166667	18446	25814	25814	25814
7.9583333333	18446	23248	23248	23248
7.9687500000	18446	24098	24098	24098
7.9791666667	18446	22402	22402	22402
7.9895833333	18446	19962	19962	19962
8.0000000000	18446	18363	18363	18363
8.0104166667	18446	18618	18618	18618
8.0208333333	18446	19046	19046	19046
8.0312500000	18446	23433	23433	23433
8.0416666667	18446	22011	22011	22011
8.0520833333	18446	23310	23310	23310
8.0625000000	18446	23158	23158	23158
8.0729166667	18446	15122	15122	15122
8.0833333333	18446	15319	15319	15319
8.0937500000	18446	15342	15342	15342
8.1041666667	18446	14751	14751	14751
8.1145833333	18446	14287	14287	14287
8.1250000000	18446	12478	12478	12478
8.1354166667	18446	12477	12477	12477
8.1458333333	18446	11347	11347	11347
8.1562500000	18446	11037	11037	11037
8.1666666667	18446	10473	10473	10473
8.1770833333	18446	10000	10000	10000
8.1875000000	18446	11258	11258	11258
8.1979166667	18446	10436	10436	10436
8.2083333333	18446	10976	10976	10976
8.2187500000	18446	11250	11250	11250
8.2291666667	18446	11740	11740	11740
8.2395833333	18446	11562	11562	11562
8.2500000000	18446	12124	12124	12124
8.2604166667	18446	12578	12578	12578
8.2708333333	18446	11399	11399	11399
8.2812500000	18446	11448	11448	11448
8.2916666667	18446	12090	12090	12090
8.3020833333	18446	12429	12429	12429
8.3125000000	18446	11500	11500	11500
8.3229166667	18446	11717	11717	11717
8.3333333333	18446	11751	11751	11751
8.3437500000	18446	11489	11489	11489
8.3541666667	18446	12859	12859	12859
8.3645833333	18446	12350	12350	12350
8.3750000000	18446	12194	20185	12194
8.3854166667	18446	15329	28020	15329
8.3958333333	18446	22901	35855	22901
8.4062500000	18446	23690	43690	23690
8.4166666667	18446	24749	44749	24749
8.4270833333	18446	27249	47249	27249
8.4375000000	18446	29504	49504	29504
8.4479166667	18446	31868	51868	31868
8.4583333333	18446	32126	52126	32126
8.4687500000	18446	31909	51909	31909
8.4791666667	18446	31927	51927	31927
8.4895833333	18446	31719	51719	31719
8.5000000000	18446	30926	50926	30926
8.5104166667	18446	27039	47039	27039
8.5208333333	18446	25844	45844	25844
8.5312500000	18446	25174	45174	25174
8.5416666667	18446	24783	44783	24783
8.5520833333	18446	24444	44444	24444
8.5625000000	18446	22762	42762	22762
8.5729166667	18446	24940	44940	24940
8.5833333333	18446	24113	44113	24113
8.5937500000	18446	23320	43320	23320
8.6041666667	18446	22247	42247	22247
8.6145833333	18446	21875	41875	21875
8.6250000000	18446	21863	41863	21863
8.6354166667	18446	21236	41236	21236
8.6458333333	18446	21473	41473	21473
8.6562500000	18446	20822	40822	20822
8.6666666667	18446	20463	40463	20463
8.6770833333	18446	20034	40034	20034
8.6875000000	18446	19328	39328	19328
8.6979166667	18446	18928	38928	18928
8.7083333333	18446	18510	38510	18510
8.7187500000	18446	18319	38319	18319
8.7291666667	18446	18224	38224	18224
8.7395833333	18446	19106	39106	19106
8.7500000000	18446	22491	42491	22491
8.7604166667	18446	21604	41604	21604
8.7708333333	18446	22228	42228	22228
8.7812500000	18446	21169	41169	21169
8.7916666667	18446	19849	39849	19849
8.8020833333	18446	17451	37451	17451
8.8125000000	18446	18335	38335	28091
8.8229166667	18446	22018	42018	38720
8.8333333333	18446	23369	43369	49360
8.8437500000	18446	23270	43270	60000
8.8541666667	18446	25050	45050	60000
8.8645833333	18446	21540	41540	60000
8.8750000000	18446	19321	39321	60000
8.8854166667	18446	21190	41190	60000
8.8958333333	18446	26591	46591	51083
8.9062500000	18446	24225	44225	42165
8.9166666667	18446	23902	43902	33308
8.9270833333	18446	24339	44339	24339
8.9375000000	18446	21529	41529	21529
8.9479166667	18446	26978	46978	26978
8.9583333333	18446	25693	45693	25693
8.9687500000	18446	24779	44779	24779
8.9791666667	18446	24086	44086	24086
8.9895833333	18446	23308	43308	23308
9.0000000000	18446	21017	41017	21017
9.0104166667	18446	21014	41014	21014
9.0208333333	18446	19118	39118	19118
9.0312500000	18446	18847	38847	18847
9.0416666667	18446	18509	38509	18509
9.0520833333	18446	17886	37886	17886
9.0625000000	18446	17445	37445	17445
9.0729166667	18446	16858	36858	16858
9.0833333333	18446	16116	36116	16116
9.0937500000	18446	16206	36206	16206
9.1041666667	18446	15965	35965	15965
9.1145833333	18446	14494	34494	14494
9.1250000000	18446	13423	33423	13423
9.1354166667	18446	12660	32660	12660
9.1458333333	18446	12059	32059	12059
9.1562500000	18446	11453	31453	11453
9.1666666667	18446	12083	32083	12083
9.1770833333	18446	11554	31554	11554
9.1875000000	18446	11875	31875	11875
9.1979166667	18446	13101	33101	13101
9.2083333333	18446	12323	32323	12323
9.2187500000	18446	13271	33271	13271
9.2291666667	18446	13614	33614	13614
9.2395833333	18446	13604	33604	13604
9.2500000000	18446	12382	32382	12382
9.2604166667	18446	12408	32408	12408
9.2708333333	18446	11767	31767	11767
9.2812500000	18446	12006	32006	12006
9.2916666667	18446	11805	31805	11805
9.3020833333	18446	11951	31951	11951
9.3125000000	18446	12317	32317	12317
9.3229166667	18446	12825	32825	12825
9.3333333333	18446	12800	32800	12800
9.3437500000	18446	12600	32600	12600
9.3541666667	18446	13408	33408	13408
9.3645833333	18446	13952	33952	13952
9.3750000000	18446	17235	37235	17235
9.3854166667	18446	17233	37233	17233
9.3958333333	18446	21804	41804	21804
9.4062500000	18446	25418	45418	25418
9.4166666667	18446	24776	44776	24776
9.4270833333	18446	26842	46842	26842
9.4375000000	18446	28519	48519	28519
9.4479166667	18446	30707	50707	30707
9.4583333333	18446	31000	51000	31000
9.4687500000	18446	31009	51009	31009
9.4791666667	18446	30713	50713	30713
9.4895833333	18446	27093	47093	27093
9.5000000000	18446	25812	45812	25812
9.5104166667	18446	25808	45808	25808
9.5208333333	18446	24748	44748	24748
9.5312500000	18446	24677	44677	24677
9.5416666667	18446	21745	41745	21745
9.5520833333	18446	25678	45678	25678
9.5625000000	18446	25062	45062	25062
9.5729166667	18446	23552	43552	23552
9.5833333333	18446	22693	42693	22693
9.5937500000	18446	20001	40001	20001
9.6041666667	18446	18269	38269	18269
9.6145833333	18446	24508	44508	24508
9.6250000000	18446	22354	42354	22354
9.6354166667	18446	20755	40755	20755
9.6458333333	18446	21824	41824	21824
9.6562500000	18446	17785	37785	17785
9.6666666667	18446	17047	37047	17047
9.6770833333	18446	18755	38755	18755
9.6875000000	18446	18708	38708	18708
9.6979166667	18446	19125	39125	19125
9.7083333333	18446	18535	38535	18535
9.7187500000	18446	18029	38029	18029
9.7291666667	18446	17772	37772	17772
9.7395833333	18446	18093	38093	18093
9.7500000000	18446	18205	38205	18205
9.7604166667	18446	18209	38209	18209
9.7708333333	18446	18193	38193	18193
9.7812500000	18446	22437	42437	22437
9.7916666667	18446	21842	41842	21842
9.8020833333	18446	21390	41390	21390
9.8125000000	18446	21824	41824	21824
9.8229166667	18446	18403	38403	18403
9.8333333333	18446	20104	40104	20104
9.8437500000	18446	23390	43390	23390
9.8541666667	18446	21850	41850	21850
9.8645833333	18446	22120	42120	22120
9.8750000000	18446	21151	41151	21151
9.8854166667	18446	18582	38582	18582
9.8958333333	18446	25345	45345	25345
9.9062500000	18446	23343	43343	23343
9.9166666667	18446	22372	42372	22372
9.9270833333	18446	21725	41725	21725
9.9375000000	18446	17083	37083	17083
9.9479166667	18446	24968	44968	24968
9.9583333333	18446	22540	42540	22540
9.9687500000	18446	23343	43343	23343
9.9791666667	18446	21738	41738	21738
9.9895833333	18446	19429	39429	19429
10.0000000000	18446	17915	37915	17915
10.0104166667	18446	18156	38156	18156
10.0208333333	18446	18561	38561	18561
10.0312500000	18446	22713	42713	22713
10.0416666667	18446	21366	41366	21366
10.0520833333	18446	22596	42596	22596
10.0625000000	18446	22452	42452	22452
10.0729166667	18446	14847	34847	14847
10.0833333333	18446	15033	35033	15033
10.0937500000	18446	15055	35055	15055
10.1041666667	18446	14496	34496	14496
10.1145833333	18446	14056	34056	14056
10.1250000000	18446	12345	32345	12345
10.1354166667	18446	12344	32344	12344
10.1458333333	18446	11274	31274	11274
10.1562500000	18446	10981	30981	10981
10.1666666667	18446	10448	30448	10448
10.1770833333	18446	10000	30000	10000
10.1875000000	18446	11190	31190	11190
10.1979166667	18446	10412	30412	10412
10.2083333333	18446	10923	30923	10923
10.2187500000	18446	11182	31182	11182
10.2291666667	18446	11646	31646	11646
10.2395833333	18446	11478	31478	11478
10.2500000000	18446	12009	32009	12009
10.2604166667	18446	12439	32439	12439
10.2708333333	18446	11323	31323	11323
10.2812500000	18446	11370	31370	11370
10.2916666667	18446	11977	31977	11977
10.3020833333	18446	12298	32298	12298
10.3125000000	18446	11419	31419	11419
10.3229166667	18446	11624	31624	11624
10.3333333333	18446	11656	31656	11656
10.3437500000	18446	11409	31409	11409
10.3541666667	18446	12704	32704	12704
10.3645833333	18446	12223	32223	12223
10.3750000000	18446	12076	32076	12076
10.3854166667	18446	15040	30044.5	15040
10.3958333333	18446	22202	28013	22202
10.4062500000	18446	22948	27446.67	22948
10.4166666667	18446	23950	26880.33	23950
10.4270833333	18446	26314	26314	26314
10.4375000000	18446	28447	28447	28447
10.4479166667	18446	30682	30682	30682
10.4583333333	18446	30926	30926	30926
10.4687500000	18446	30720	30720	30720
10.4791666667	18446	30737	30737	30737
10.4895833333	18446	30540	30540	30540
10.5000000000	18446	29790	29790	29790
10.5104166667	18446	26113	26113	26113
10.5208333333	18446	24983	24983	24983
10.5312500000	18446	24349	24349	24349
10.5416666667	18446	23979	23979	23979
10.5520833333	18446	23658	23658	23658
10.5625000000	18446	22068	22068	22068
10.5729166667	18446	24127	24127	24127
10.5833333333	18446	23345	23345	23345
10.5937500000	18446	22595	22595	22595
10.6041666667	18446	21580	21580	21580
10.6145833333	18446	21228	21228	21228
10.6250000000	18446	21217	21217	21217
10.6354166667	18446	20623	20623	20623
10.6458333333	18446	20848	20848	20848
10.6562500000	18446	20232	20232	20232
10.6666666667	18446	19893	19893	19893
10.6770833333	18446	19487	19487	19487
10.6875000000	18446	18819	18819	18819
10.6979166667	18446	18441	18441	18441
10.7083333333	18446	18045	18045	18045
10.7187500000	18446	17864	17864	17864
10.7291666667	18446	17775	17775	17775
10.7395833333	18446	18608	18608	18608
10.7500000000	18446	21808	21808	21808
10.7604166667	18446	20969	20969	20969
10.7708333333	18446	21559	21559	21559
10.7812500000	18446	20558	20558	20558
10.7916666667	18446	19310	19310	19310
10.8020833333	18446	17043	17043	17043
10.8125000000	18446	17878	17878	17878
10.8229166667	18446	21360	21360	21360
10.8333333333	18446	22636	22636	22636
10.8437500000	18446	22542	22542	22542
10.8541666667	18446	24225	24225	24225
10.8645833333	18446	20907	20907	20907
10.8750000000	18446	18809	18809	18809
10.8854166667	18446	20576	20576	20576
10.8958333333	18446	25680	25680	25680
10.9062500000	18446	23444	23444	23444
10.9166666667	18446	23139	23139	32755
10.9270833333	18446	23551	23551	42075
10.9375000000	18446	20895	20895	51395
10.9479166667	18446	26044	26044	60000
10.9583333333	18446	24830	24830	60000
10.9687500000	18446	23966	23966	60000
10.9791666667	18446	23311	23311	60000
10.9895833333	18446	22576	22576	60000
11.0000000000	18446	20411	20411	60000
11.0104166667	18446	20408	20408	60000
11.0208333333	18446	18616	18616	60000
11.0312500000	18446	18359	18359	60000
11.0416666667	18446	18040	18040	60000
11.0520833333	18446	17452	17452	60000
11.0625000000	18446	17034	17034	60000
11.0729166667	18446	16480	16480	60000
11.0833333333	18446	15778	15778	54889
11.0937500000	18446	15863	15863	54086
11.1041666667	18446	15636	15636	52970
11.1145833333	18446	14246	14246	50691
11.1250000000	18446	13234	13234	48790
11.1354166667	18446	12513	12513	47180
11.1458333333	18446	11946	11946	45723
11.1562500000	18446	11373	11373	44262
11.1666666667	18446	11968	11968	43968
11.1770833333	18446	11468	11468	42579
11.1875000000	18446	11771	11771	41993
11.1979166667	18446	12929	12929	42262
11.2083333333	18446	12195	12195	40639
11.2187500000	18446	13090	13090	40646
11.2291666667	18446	13414	13414	40081
11.2395833333	18446	13404	13404	39182
11.2500000000	18446	12250	12250	37139
11.2604166667	18446	12275	12275	36275
11.2708333333	18446	11669	11669	34780
11.2812500000	18446	11895	11895	34117
11.2916666667	18446	11705	11705	33039
11.3020833333	18446	11843	11843	32287
11.3125000000	18446	12189	12189	31744
11.3229166667	18446	12669	12669	31335
11.3333333333	18446	12645	12645	30422
11.3437500000	18446	12456	12456	29345
11.3541666667	18446	13219	13219	29219
11.3645833333	18446	13732	13732	28843
11.3750000000	18446	16832	16832	31055
11.3854166667	18446	16830	16830	30164
11.3958333333	18446	21148	21148	33592
11.4062500000	18446	24560	24560	36115
11.4166666667	18446	23953	23953	34619
11.4270833333	18446	25904	25904	35682
11.4375000000	18446	27488	27488	36376
11.4479166667	18446	29553	29553	37553
11.4583333333	18446	29829	29829	36940
11.4687500000	18446	29837	29837	36059
11.4791666667	18446	29558	29558	34891
11.4895833333	18446	26139	26139	30584
11.5000000000	18446	24930	24930	28485
11.5104166667	18446	24925	24925	27592
11.5208333333	18446	23924	23924	25702
11.5312500000	18446	23857	23857	24746
11.5416666667	18446	21088	21088	21088
11.5520833333	18446	24802	24802	24802
11.5625000000	18446	24220	24220	24220
11.5729166667	18446	22794	22794	22794
11.5833333333	18446	21983	21983	21983
11.5937500000	18446	19441	19441	19441
11.6041666667	18446	17806	17806	17806
11.6145833333	18446	23695	23695	23695
11.6250000000	18446	21662	21662	21662
11.6354166667	18446	20152	20152	20152
11.6458333333	18446	21161	21161	21161
11.6562500000	18446	17348	17348	17348
11.6666666667	18446	16651	16651	16651
11.6770833333	18446	18264	18264	18264
11.6875000000	18446	18220	18220	18220
11.6979166667	18446	18613	18613	18613
11.7083333333	18446	18056	18056	18056
11.7187500000	18446	17578	17578	17578
11.7291666667	18446	17335	17335	17335
11.7395833333	18446	17638	17638	17638
11.7500000000	18446	17744	17744	17744
11.7604166667	18446	17747	17747	17747
11.7708333333	18446	17733	17733	17733
11.7812500000	18446	21738	21738	21738
11.7916666667	18446	21176	21176	21176
11.8020833333	18446	20749	20749	20749
11.8125000000	18446	21158	21158	21158
11.8229166667	18446	17930	17930	17930
11.8333333333	18446	19535	19535	19535
11.8437500000	18446	22636	22636	22636
11.8541666667	18446	21182	21182	21182
11.8645833333	18446	21436	21436	21436
11.8750000000	18446	20522	20522	20522
11.8854166667	18446	18098	18098	18098
11.8958333333	18446	24479	24479	24479
11.9062500000	18446	22590	22590	22590
11.9166666667	18446	21673	21673	21673
11.9270833333	18446	21063	21063	21063
11.9375000000	18446	16683	16683	16683
11.9479166667	18446	24122	24122	24122
11.9583333333	18446	21831	21831	21831
11.9687500000	18446	22589	22589	22589
11.9791666667	18446	21074	21074	21074
11.9895833333	18446	18895	18895	18895
12.0000000000	18446	16990	16990	16990
12.0104166667	18446	16990	16990	16990
12.0208333333	18446	15964	15964	15964
12.0312500000	18446	15806	15806	15806
12.0416666667	18446	15610	15610	15610
12.0520833333	18446	15247	15247	15247
12.0625000000	18446	14989	14989	14989
12.0729166667	18446	14647	14647	14647
12.0833333333	18446	14212	14212	14212
12.0937500000	18446	14266	14266	14266
12.1041666667	18446	14126	14126	14126
12.1145833333	18446	13264	13264	13264
12.1250000000	18446	12636	12636	12636
12.1354166667	18446	12189	12189	12189
12.1458333333	18446	11836	11836	11836
12.1562500000	18446	11481	11481	11481
12.1666666667	18446	11851	11851	11851
12.1770833333	18446	11540	11540	11540
12.1875000000	18446	11729	11729	11729
12.1979166667	18446	12450	12450	12450
12.2083333333	18446	11994	11994	11994
12.2187500000	18446	12552	12552	12552
12.2291666667	18446	12755	12755	12755
12.2395833333	18446	12749	12749	12749
12.2500000000	18446	12030	12030	12030
12.2604166667	18446	12046	12046	12046
12.2708333333	18446	11668	11668	11668
12.2812500000	18446	11810	11810	11810
12.2916666667	18446	11692	11692	11692
12.3020833333	18446	11778	11778	11778
12.3125000000	18446	11994	11994	11994
12.3229166667	18446	12294	12294	12294
12.3333333333	18446	12280	12280	12280
12.3437500000	18446	12162	12162	12162
12.3541666667	18446	12640	12640	12640
12.3645833333	18446	12962	12962	12962
12.3750000000	18446	14903	14903	14903
12.3854166667	18446	14903	14903	14903
12.3958333333	18446	17608	17608	17608
12.4062500000	18446	19748	19748	19748
12.4166666667	18446	19370	19370	19370
12.4270833333	18446	20596	20596	20596
12.4375000000	18446	21592	21592	21592
12.4479166667	18446	22891	22891	22891
12.4583333333	18446	23068	23068	23068
12.4687500000	18446	23077	23077	23077
12.4791666667	18446	22905	22905	22905
12.4895833333	18446	20762	20762	20762
12.5000000000	18446	20005	20005	20005
12.5104166667	18446	20005	20005	20005
12.5208333333	18446	19379	19379	19379
12.5312500000	18446	19339	19339	19339
12.5416666667	18446	17601	17601	17601
12.5520833333	18446	19939	19939	19939
12.5625000000	18446	19576	19576	19576
12.5729166667	18446	18681	18681	18681
12.5833333333	18446	18173	18173	18173
12.5937500000	18446	16574	16574	16574
12.6041666667	18446	15545	15545	15545
12.6145833333	18446	19259	19259	19259
12.6250000000	18446	17980	17980	17980
12.6354166667	18446	17030	17030	17030
12.6458333333	18446	17669	17669	17669
12.6562500000	18446	15264	15264	15264
12.6666666667	18446	14826	14826	14826
12.6770833333	18446	15846	15846	15846
12.6875000000	18446	15819	15819	15819
12.6979166667	18446	16069	16069	16069
12.7083333333	18446	15719	15719	15719
12.7187500000	18446	15418	15418	15418
12.7291666667	18446	15266	15266	15266
12.7395833333	18446	15459	15459	15459
12.7500000000	18446	15528	15528	15528
12.7604166667	18446	15531	15531	15531
12.7708333333	18446	15524	15524	15524
12.7812500000	18446	18062	18062	18062
12.7916666667	18446	17708	17708	17708
12.8020833333	18446	17440	17440	17440
12.8125000000	18446	17701	17701	17701
12.8229166667	18446	15656	15656	15656
12.8333333333	18446	16676	16676	16676
12.8437500000	18446	18646	18646	18646
12.8541666667	18446	17726	17726	17726
12.8645833333	18446	17889	17889	17889
12.8750000000	18446	17311	17311	17311
12.8854166667	18446	15773	15773	15773
12.8958333333	18446	19830	19830	19830
12.9062500000	18446	18631	18631	18631
12.9166666667	18446	18051	18051	18051
12.9270833333	18446	17665	17665	17665
12.9375000000	18446	14880	14880	14880
12.9479166667	18446	19617	19617	19617
12.9583333333	18446	18161	18161	18161
12.9687500000	18446	18646	18646	18646
12.9791666667	18446	17683	17683	17683
12.9895833333	18446	16297	16297	16297
13.0000000000	18446	15388	15388	15388
13.0104166667	18446	15534	15534	15534
13.0208333333	18446	15779	15779	15779
13.0312500000	18446	18281	18281	18281
13.0416666667	18446	17472	17472	17472
13.0520833333	18446	18215	18215	18215
13.0625000000	18446	18130	18130	18130
13.0729166667	18446	13548	13548	13548
13.0833333333	18446	13661	13661	13661
13.0937500000	18446	13676	13676	13676
13.1041666667	18446	13339	13339	13339
13.1145833333	18446	13075	13075	13075
13.1250000000	18446	12042	12042	12042
13.1354166667	18446	12042	12042	12042
13.1458333333	18446	11397	11397	11397
13.1562500000	18446	11220	11220	11220
13.1666666667	18446	10898	10898	10898
13.1770833333	18446	10627	10627	10627
13.1875000000	18446	11347	11347	11347
13.1979166667	18446	10876	10876	10876
13.2083333333	18446	11186	11186	11186
13.2187500000	18446	11343	11343	11343
13.2291666667	18446	11624	11624	11624
13.2395833333	18446	11522	11522	11522
13.2500000000	18446	11844	11844	11844
13.2604166667	18446	12105	12105	12105
13.2708333333	18446	11429	11429	11429
13.2812500000	18446	11457	11457	11457
13.2916666667	18446	11826	11826	11826
13.3020833333	18446	12021	12021	12021
13.3125000000	18446	11488	11488	11488
13.3229166667	18446	11613	11613	11613
13.3333333333	18446	11632	11632	11632
13.3437500000	18446	11482	11482	11482
13.3541666667	18446	12270	12270	12270
13.3645833333	18446	11978	11978	11978
13.3750000000	18446	11889	11889	11889
13.3854166667	18446	13692	13692	13692
13.3958333333	18446	18050	18050	18050
13.4062500000	18446	18506	18506	18506
13.4166666667	18446	19118	19118	19118
13.4270833333	18446	20560	20560	20560
13.4375000000	18446	21862	21862	21862
13.4479166667	18446	23227	23227	23227
13.4583333333	18446	23379	23379	23379
13.4687500000	18446	23258	23258	23258
13.4791666667	18446	23272	23272	23272
13.4895833333	18446	23155	23155	23155
13.5000000000	18446	22701	22701	22701
13.5104166667	18446	20461	20461	20461
13.5208333333	18446	19774	19774	19774
13.5312500000	18446	19390	19390	19390
13.5416666667	18446	19166	19166	19166
13.5520833333	18446	18973	18973	18973
13.5625000000	18446	18003	18003	18003
13.5729166667	18446	19264	19264	19264
13.5833333333	18446	18789	18789	18789
13.5937500000	18446	18332	18332	18332
13.6041666667	18446	17713	17713	17713
13.6145833333	18446	17500	17500	17500
13.6250000000	18446	17495	17495	17495
13.6354166667	18446	17134	17134	17134
13.6458333333	18446	17273	17273	17273
13.6562500000	18446	16898	16898	16898
13.6666666667	18446	16692	16692	16692
13.6770833333	18446	16445	16445	16445
13.6875000000	18446	16037	16037	16037
13.6979166667	18446	15806	15806	15806
13.7083333333	18446	15565	15565	15565
13.7187500000	18446	15456	15456	15456
13.7291666667	18446	15402	15402	15402
13.7395833333	18446	15915	15915	15915
13.7500000000	18446	17883	17883	17883
13.7604166667	18446	17370	17370	17370
13.7708333333	18446	17735	17735	17735
13.7812500000	18446	17121	17121	17121
13.7916666667	18446	16355	16355	16355
13.8020833333	18446	14962	14962	14962
13.8125000000	18446	15477	15477	15477
13.8229166667	18446	17623	17623	17623
13.8333333333	18446	18411	18411	18411
13.8437500000	18446	18356	18356	18356
13.8541666667	18446	19395	19395	19395
13.8645833333	18446	17352	17352	17352
13.8750000000	18446	16060	16060	16060
13.8854166667	18446	17152	17152	17152
13.8958333333	18446	20304	20304	20304
13.9062500000	18446	18926	18926	18926
13.9166666667	18446	18740	18740	18740
13.9270833333	18446	18997	18997	18997
13.9375000000	18446	17359	17359	17359
13.9479166667	18446	20544	20544	20544
13.9583333333	18446	19796	19796	19796
13.9687500000	18446	19265	19265	19265
13.9791666667	18446	18862	18862	18862
13.9895833333	18446	18409	18409	18409
14.0000000000	18446	21477	21477	21477
